أظهرت	نتائج	50
أعتقد	أن	99
أعتقد	أنه	50
أعتقد	أننا	29
أعتقد	أنها	25
أعداد	كبيرة	99
أعرب	عن	99
أعرب	الرئيس	71
أعربت	عن	99
أعضاء	مجلس	99
أعضاء	المجلس	82
أعضاء	اللجنة	44
أعضاء	لجنة	28
أعضائها	في	99
أعطيت	الأوامر	99
أعقاب	هجوم	99
أعقاب	الغزو	99
أعقب	ذلك	99
أعلم	أن	99
أعلن	وزير	99
أعلن	رئيس	86
أعلن	الجيش	73
أعلن	الرئيس	65
أعلنت	وزارة	99
أعلنت	السلطات	16
أعلنت	شركة	13
أعلنت	الحكومة	11
أعلنوا	عن	99
أعلى	من	99
أعلى	مستوى	94
أعلى	معدل	28
أعلى	نسبة	24
أعمارهم	بين	99
أعمارهم	عن	31
أعمارهم	ما	25
أعماق	البحار	99
أعمال	الشغب	99
أعمال	العنف	79
أعمال	عنف	69
أعمال	الدورة	40
أعماله	في	99
أعوام	بين	99
أعوام	من	99
أعوذ	بالله	99
أغلب	مناطق	99
أغلبية	وطنية	99
أفاد	به	99
أفاد	مراسل	16
أفاد	مصدر	16
أفاد	تقرير	12
أفادت	به	99
أفادت	وسائل	62
أفادت	مصادر	56
أفادت	تقارير	56
أفراد	العائلة	99
أفراد	الأسرة	74
أفراد	الجيش	50
أفراد	المجتمع	50
أفضل	من	99
أفضل	لاعب	29
أفضل	مما	21
أفضل	ما	21
أفق	سياسي	99
أفكر	في	99
أفيف	كوخافي	99
أقدم	على	99
أقرب	وقت	99
أقرب	إلى	58
أقره	مجلس	99
أقسام	الأسرى	99
أقصى	حد	99
أقصى	ما	99
أقصى	لسعر	99
أقل	من	99
أقل	بكثير	12
أقل	قدرة	4
أقل	مستوى	4
أقول	إن	99
أقوى	من	99
أقيم	في	99
أقيمت	في	99
أقيمت	على	71
أكبر	من	99
أكبر	بكثير	40
أكبر	عدد	36
أكبر	قدر	13
أكتوبر	تشرين	99
أكثر	من	99
أكثر	عرضة	2
أكثر	مما	2
أكثر	صعوبة	2
أكد	وزير	99
أكد	رئيس	76
أكد	أن	48
أكد	نائب	34
أكدت	وزارة	99
أكدت	أن	72
أكدت	مصادر	45
أكدت	فيه	27
أكدنا	على	99
أكسيد	الكربون	99
ألا	يكون	99
ألا	تكون	57
ألعاب	القوى	99
ألعاب	البحر	74
ألف	دولار	99
ألف	شخص	82
ألف	طن	58
ألف	جندي	50
ألقاها	خلال	99
ألقاها	عبر	99
ألقت	القبض	99
ألقى	كلمة	99
ألما	آتا	99
ألمانيا	النازية	99
أم	لا	99
أم	سلمة	33
أم	أنه	33
أم	كلثوم	33
أما	في	99
أما	بالنسبة	75
أما	عن	38
أما	على	38
أماكن	أخرى	99
أماكن	عملهم	57
أمام	مجلس	99
أمام	المحكمة	99
أمام	محكمة	85
أمام	الجمعية	71
أمانة	العاصمة	99
أمر	غير	99
أمر	طبيعي	57
أمر	لا	57
أمر	مهم	57
أمرا	غير	99
أمراض	القلب	99
أمراض	مزمنة	27
أمريكا	وبريطانيا	99
أمريكا	الجنوبية	74
أمريكا	والعالم	74
أمريكية	في	99
أمس	السبت	99
أمس	الأربعاء	82
أمس	الثلاثاء	61
أمس	الخميس	55
أمطار	متفرقة	99
أمطار	غزيرة	74
أمطار	رعدية	50
أمطار	متوسطة	37
أمل	أن	99
أمل	في	62
أمله	في	99
أملها	في	99
أمم	إفريقيا	99
أمم	أفريقيا	87
أمن	الدولة	99
أمن	الطاقة	79
أمن	البلاد	59
أمن	واستقرار	59
أمنية	وسياسية	99
أمهات	الشهداء	99
أموال	المودعين	99
أمير	عبد	99
أمير	قطر	54
أمير	دولة	27
أميركي	في	99
أمين	عام	99
أمين	سر	25
أميني	في	99
أن	يكون	99
أن	تكون	85
أن	هذه	83
أن	هذا	74
أنا	متأكد	99
أنا	سعيد	99
أنا	لا	99
أنا	لست	66
أنابيب	الغاز	99
أنابيب	غاز	37
أنباء	عن	99
أنباء	الصين	27
أنت	من	99
أنتوني	بلينكن	99
أنحاء	العالم	99
أنحاء	البلاد	21
أنحاء	الضفة	8
أنحاء	الشرق	6
أندريس	مانويل	99
أنصار	الله	99
أنطونيو	غوتيريش	99
أنظمة	الدفاع	99
أنظمة	صواريخ	87
أنظمة	دفاع	62
أنظمة	وقوانين	37
أنفسهم	في	99
أننا	لن	99
أننا	لا	99
أننا	كنا	59
أننا	لم	59
أنه	تم	99
أنه	لا	74
أنه	من	69
أنه	سيتم	37
أنها	لم	99
أنها	لن	93
أنها	لا	87
أنها	كانت	74
أنهم	لن	99
أنهم	لم	82
أنهم	كانوا	82
أنهم	لا	66
أنواع	من	99
أنواع	الخلايا	74
أنواع	الأسلحة	74
أهالي	ضحايا	99
أهداف	في	99
أهداف	التنمية	55
أهداف	لهدف	33
أهل	البيت	99
أهلنا	في	99
أهم	القضايا	99
أهمية	هذا	99
أهمية	تضافر	99
أهمية	التعاون	99
أهمية	استمرار	99
أو	حتى	99
أو	ما	94
أو	أي	68
أو	غير	52
أوائل	عام	99
أواخر	عام	99
أواصر	التعاون	99
أوبك	بلس	99
أوبورون	إكسبورت	99
أوبورون	أكسبورت	99
أود	أن	99
أودى	بحياة	99
أوراق	الاعتماد	99
أوردته	وكالة	99
أورسولا	فون	99
أوروبا	الشرقية	99
أوروبا	إلى	72
أوروبا	عبر	45
أوروبا	منذ	45
أوضح	أن	99
أوضح	الوزير	57
أوضح	أنه	35
أوضح	مدير	28
أوضحت	أن	99
أوف	إسرائيل	99
أوف	ذي	37
أوكرانيا	في	99
أوكرانيا	إلى	41
أوكرانيا	قد	15
أوكرانيا	هي	15
أوكرانية	في	99
أول	أمس	99
أول	زيارة	79
أول	اجتماع	79
أول	دولة	79
أولئك	الذين	99
أولاف	شولتز	99
أولاف	شولتس	99
أولد	ترافورد	99
أى	وقت	99
أي	شخص	99
أي	شيء	91
أي	وقت	80
أي	مكان	50
أيا	من	99
أيار	الجاري	99
أيار	الماضي	99
أيام	من	99
أيام	قليلة	25
أيام	على	20
أيام	فقط	14
أية	دولة	99
أية	حالة	99
أيضا	إلى	99
أيضا	أن	90
أيضا	في	90
أيضا	على	82
أيمن	بن	99
أيمن	الصفدي	30
أييليت	شاكيد	99
إبادة	جماعية	99
إبرام	اتفاقيات	99
إبراهيم	رئيسي	99
إبراهيم	غالي	42
إثارة	الأتربة	99
إثر	حادث	99
إجبارها	على	99
إجراء	الانتخابات	99
إجراء	تحقيق	73
إجراء	انتخابات	73
إجراء	عملية	26
إجراءات	قانونية	99
إجراءات	السلامة	79
إجراءات	البحث	79
إجراءات	الاحتلال	59
إجمالي	عدد	99
إجمالي	الناتج	57
إجمالي	الحالات	57
إجمالي	الإصابات	57
إحباط	محاولة	99
إحدى	الشركات	99
إحدى	دول	66
إحدى	أكبر	50
إحدى	الطائرات	50
إحراز	تقدم	99
إحراز	بعض	37
إحلال	السلام	99
إحياء	الذكرى	99
إحياء	ذكرى	85
إحياء	الاتفاق	71
إخراجه	من	99
إخطارا	من	99
إدارة	بايدن	99
إدارة	الرئيس	60
إدارة	الغذاء	35
إدارة	الأرصاد	28
إذ	لم	99
إذ	أن	79
إذ	إن	59
إذ	قال	53
إذا	كان	99
إذا	كانت	54
إذا	لم	32
إذا	كنت	17
إذاعة	الجيش	99
إذن	من	99
إرادة	الشعب	99
إزاء	استمرار	99
إزالة	الألغام	99
إس	إس	99
إسترليني	في	99
إسترليني	سنويا	74
إسحاق	هرتسوغ	99
إسرائيل	في	99
إسرائيل	إلى	50
إسرائيل	والولايات	22
إسرائيل	هي	15
إسرائيلي	كبير	99
إسرائيلية	رسمية	99
إسرائيليين	في	99
إسقاط	طائرة	99
إسماعيل	بن	99
إشارة	إلى	99
إشارة	القضاء	20
إشرافه	على	99
إشعار	آخر	99
إشغال	أجهزة	99
إصابات	جديدة	99
إصابة	جديدة	99
إصابة	بفيروس	20
إصابته	بفيروس	99
إصابتها	بفيروس	99
إصدار	حكم	99
إصدار	تأشيرات	74
إضافة	إلى	99
إضافة	الى	5
إضافية	من	99
إضراب	سائقي	99
إضفاء	الطابع	99
إطار	حملة	99
إطار	عمل	99
إطار	سياسة	79
إطار	جهود	79
إطارات	من	99
إطلاق	النار	99
إطلاق	نار	40
إطلاق	الصواريخ	15
إطلاق	سراح	8
إطلاقه	من	99
إطلاقه	في	99
إعادة	فتح	99
إعادة	بناء	73
إعادة	النظر	59
إعادة	إعمار	46
إعادتهم	إلى	99
إعاقة	حركة	99
إعصار	اليمن	99
إعطاء	الأولوية	99
إعلام	محلية	99
إعلام	إيرانية	74
إعلام	العدو	50
إعلام	أخرى	50
إعلان	الرئيس	99
إعلان	الجزائر	99
إعلان	نتائج	79
إعلان	الحكومة	59
إعمار	أوكرانيا	99
إغلاق	الحدود	99
إفادة	صحفية	99
إقامة	دولة	99
إقامة	علاقات	74
إقامة	الدولة	74
إقامته	على	99
إقامتها	في	99
إقبالا	كبيرا	99
إقرار	الموازنة	99
إقليم	كردستان	99
إقليم	الوسط	31
إقليم	دارفور	25
إقليم	دونباس	25
إل	جي	99
إلا	أن	99
إلا	أنه	27
إلا	أنها	20
إلا	إذا	8
إلقاء	القبض	99
إلقاء	نظرة	40
إلقاء	اللوم	30
إلى	أن	99
إلى	أنه	19
إلى	جانب	15
إلى	ما	6
إليزابيث	الثانية	99
إليه	في	99
إليه	من	71
إليه	راجعون	21
إليها	في	99
إليها	على	62
إم	إس	99
إم	بي	99
إما	أن	99
إمام	علي	99
إمدادات	الغاز	99
إمدادات	الطاقة	38
إمدادات	المياه	16
إمدادات	الكهرباء	16
إمكانية	الوصول	99
إمكانية	إجراء	74
إمكانية	الحصول	74
إمكانية	استخدام	74
إن	هذه	99
إن	الولايات	66
إن	كان	51
إن	هذا	51
إنا	لله	99
إنتاج	النفط	99
إنتاج	الكهرباء	33
إنتاج	الطاقة	33
إنتاج	الغاز	26
إنتاجها	من	99
إنسان	الغاب	99
إنشاء	مركز	99
إنشاء	محكمة	74
إنشاء	صندوق	74
إنفاذ	القانون	99
إنقاذ	وطن	99
إنقاذ	حياة	99
إننا	في	99
إنه	لا	99
إنه	تم	70
إنه	ليس	22
إنه	عندما	19
إنها	لا	99
إنها	كانت	85
إنها	لم	57
إنها	ضبطت	42
إنهاء	الحرب	99
إنهم	لا	99
إياها	بأنها	99
إياهم	إلى	99
إيتمار	بن	99
إيجابا	على	99
إيجابي	في	99
إيجاد	الحلول	99
إيجاد	حل	79
إيجاد	طرق	59
إيران	في	99
إيران	عن	22
إيران	منذ	22
إيران	بشأن	13
إيرانية	في	99
إيرلندا	الشمالية	99
إيغور	كوناشينكوف	99
إيقاف	تشغيل	99
إيلون	ماسك	99
إيمانويل	ماكرون	99
إيناسيو	لولا	99
ابتداء	من	99
ابن	سلمان	99
ابن	بطوطة	59
ابنة	الرئيس	99
اتحاد	نقابات	99
اتحاد	الكرة	74
اتحاد	بلديات	74
اتحاد	كرة	74
اتخاذ	إجراءات	99
اتخاذ	الإجراءات	99
اتخاذ	قرار	57
اتخاذ	القرار	50
اتصال	هاتفي	99
اتصال	مع	16
اتفاق	مع	99
اتفاق	بشأن	74
اتفاق	ترسيم	50
اتفاق	جيد	33
اتفاقيات	إبراهيم	99
اتفاقيات	مينسك	71
اتفاقية	تجارة	99
اتفاقية	تعاون	99
اتفاقية	التعاون	79
اتفاقية	جنيف	79
اتفقا	على	99
اتفقنا	على	99
اتمنى	ان	99
اتهام	ضد	99
اثنان	من	99
اثنان	آخران	74
اثني	عشر	99
اثنين	من	99
اجتماع	لمجلس	99
اجتماع	مجلس	99
اجتماع	مع	89
اجتماع	المجلس	79
اجتماعات	مع	99
اجتماعه	مع	99
اجتماعها	الدوري	99
اجتماعها	الوزاري	99
اجراء	انتخابات	99
اجل	ان	99
احتجاجا	على	99
احتجاجات	على	99
احتجاجات	عنيفة	99
احتجاز	سفن	99
احترام	القانون	99
احتلت	المرتبة	99
احتمال	حدوث	99
احتمال	أن	99
احتمالية	الإصابة	99
احتياجات	السوق	99
احتياجاتها	من	99
احرص	على	99
اختيار	رئيس	99
اذا	كان	99
اذا	لم	62
ارتداء	الكمامات	99
ارتداء	الحجاب	74
ارتفاع	أسعار	99
ارتفاع	الأسعار	52
ارتفاع	الموج	38
ارتفاع	معدلات	22
ارتفاعا	في	99
ارتفاعا	بنسبة	99
ارتفاعات	متوسطة	99
ارتفاعات	منخفضة	74
ارتفع	عدد	99
ارتفع	سعر	54
ارتفعت	أسعار	99
ارتفعت	إلى	33
ارتفعت	بنسبة	20
ارتكاب	أي	99
ارتكاب	جرائم	99
ارتكاب	هذه	74
ارتكاب	المزيد	74
ارتكبت	خلال	99
ارتكبتها	القوات	99
ارض	الواقع	99
ازدواجية	المعايير	99
استئناف	المفاوضات	99
استئناف	العمل	66
استثمار	أموال	99
استخدام	الأسلحة	99
استخدام	القوة	79
استخدام	أسلحة	50
استخدام	هذه	50
استخدامه	على	99
استخدامها	في	99
استخدمت	في	99
استخراج	الغاز	99
استخراج	النفط	50
استراتيجية	مع	99
استراتيجية	جديدة	74
استشارة	الطبيب	99
استشهاد	الشاب	99
استشهاد	الإمام	99
استشهد	الشاب	99
استضافة	مصر	99
استطلاع	للرأي	99
استطلاع	جديد	99
استطلاعات	الرأي	99
استعادة	العلاقات	99
استعداد	بلاده	99
استغلال	الوظيفة	99
استفادتهم	من	99
استفتاء	على	99
استفزاز	روسيا	99
استقالة	حكومة	99
استقالتها	من	99
استقبال	الرئيس	99
استقباله	في	99
استقبل	رئيس	99
استقبل	وزير	74
استقبل	الرئيس	74
استقرار	الوضع	99
استقرار	المنطقة	50
استكمال	الإجراءات	99
استمرار	تحالف	99
استمرار	دعم	74
استمرار	العمل	74
استمرار	الحصار	74
استمرارها	في	99
استمرت	أكثر	99
استهداف	المدنيين	99
استهلاك	الطاقة	99
استهلاك	المياه	37
استولت	على	99
استولى	على	99
استيراد	المواد	99
اشتباك	مسلح	99
اشتباكات	مع	99
اشتباكات	عنيفة	71
اشتباكات	مسلحة	57
اشتباكات	واسعة	42
اضافة	الى	99
اضطر	إلى	99
اضطراب	البحر	99
اضطرابات	في	99
اضطرت	إلى	99
اطلاق	نار	99
اطلعت	عليه	99
اعادة	النظر	99
اعتبارا	من	99
اعتبر	وزير	99
اعتبر	رئيس	66
اعتبر	عضو	50
اعتداء	قوات	99
اعتداء	على	74
اعتدى	مستوطنون	99
اعتراف	موسكو	99
اعتقال	عدد	99
اعتقدت	أن	99
اعتقلت	قوات	99
اعتقلت	الشرطة	40
اعتقلت	الشاب	30
اعتمادا	على	99
اعتمادها	على	99
اعلن	رئيس	99
اغتنام	الفرصة	99
افاد	به	99
افتتاح	دورة	99
افتتاح	الدورة	99
افتتح	رئيس	99
اقتحام	قوات	99
اقتحمت	قوات	99
اقتحمت	حي	37
اقتراح	قانون	99
اقتصادية	كبيرة	99
اقتصادية	وسياسية	99
اقتصادية	واجتماعية	99
اقرأ	أيضا	99
اقل	من	99
اكتشاف	حقل	99
اكتشف	علماء	99
اكتمال	النصاب	99
اكثر	من	99
اكد	على	99
الآثار	الجانبية	99
الآثار	المترتبة	99
الآجلة	لخام	99
الآجلة	للذهب	33
الآخر	من	99
الآخرين	على	99
الآسيوي	لكرة	99
الآلاف	من	99
الآليات	التي	99
الآلية	الثلاثية	99
الآن	في	99
الآن	أن	54
الآن	لم	40
الآن	إلى	36
الآونة	الأخيرة	99
الأبحاث	العلمية	99
الأبرياء	في	99
الأبيض	المتوسط	99
الأبيض	في	70
الأثر	في	99
الأجانب	في	99
الأجسام	المضادة	99
الأجنبية	التي	99
الأجهزة	الأمنية	99
الأجهزة	والمعدات	12
الأجهزة	التي	12
الأجواء	يوم	99
الأجيال	الجديدة	99
الأحد	إن	99
الأحد	أنه	71
الأحد	الماضي	71
الأحد	المقبل	57
الأحداث	في	99
الأحداث	التي	63
الأحداث	الأخيرة	36
الأحداث	الجارية	27
الأحزاب	السياسية	99
الأحزاب	اليمينية	55
الأحكام	القضائية	99
الأحمد	الجابر	99
الأحمر	الفلسطيني	99
الأحوال	الجوية	99
الأحياء	السكنية	99
الأحياء	التي	99
الأحيان	قد	99
الأخبار	الكاذبة	99
الأخذ	في	99
الأخرى	في	99
الأخرى	التي	63
الأخرى	مثل	27
الأخضر	في	99
الأخضر	على	59
الأخير	من	99
الأخير	في	72
الأخير	على	38
الأخير	الذي	22
الأخيرة	في	99
الأخيرة	من	50
الأخيرة	التي	25
الأخيرة	إلى	20
الأدنى	من	99
الأدوية	والمعدات	99
الأدوية	التي	99
الأدوية	والمستلزمات	99
الأدوية	المضادة	99
الأراضي	الفلسطينية	99
الأراضي	السورية	68
الأراضي	الأوكرانية	63
الأراضي	التي	36
الأربع	والعشرين	99
الأربع	التي	99
الأربعاء	الماضي	99
الأربعاء	إن	99
الأربعاء	عن	66
الأربعاء	الموافق	50
الأرجح	على	99
الأرجنتيني	ليونيل	99
الأردن	والعراق	99
الأردن	ومصر	99
الأردني	أن	99
الأردني	الملك	99
الأردنية	الهاشمية	99
الأرصاد	الجوية	99
الأرض	في	99
الأرض	الفلسطينية	23
الأرضية	التي	99
الأركان	العامة	99
الأزمات	التي	99
الأزمات	السياسية	99
الأزمة	الأوكرانية	99
الأزمة	الاقتصادية	73
الأزمة	المالية	52
الأزمة	السياسية	30
الأسابيع	الأخيرة	99
الأسابيع	القليلة	74
الأسابيع	المقبلة	37
الأساتذة	والطلاب	99
الأساسية	في	99
الأساسية	التي	92
الأساسية	مثل	42
الأسباب	التي	99
الأسباب	الحقيقية	42
الأسباب	الرئيسية	42
الأسبوع	الماضي	99
الأسبوع	المقبل	15
الأسبوع	الجاري	8
الأسبوع	الأخير	7
الأسبوعين	الماضيين	99
الأسر	الفقيرة	99
الأسرى	في	99
الأسرى	والمحررين	79
الأسطول	الخامس	99
الأسطول	الروسي	74
الأسعار	إلى	99
الأسف	الشديد	99
الأسلحة	النووية	99
الأسلحة	التي	40
الأسلحة	إلى	33
الأسلحة	والمعدات	26
الأسماك	في	99
الأسماك	التي	74
الأسوأ	على	99
الأسواق	العالمية	99
الأسواق	الدولية	50
الأسواق	المالية	37
الأسود	غير	99
الأسير	أبو	99
الأسير	المريض	62
الأسير	المحرر	37
الأسير	الفلسطيني	37
الأشجار	في	99
الأشخاص	الذين	99
الأشخاص	المصابين	8
الأشخاص	ذوي	8
الأشغال	العامة	99
الأشغال	العمومية	50
الأشقاء	في	99
الأشهر	الأخيرة	99
الأشهر	الستة	63
الأشهر	القليلة	54
الأشهر	الماضية	54
الأشياء	التي	99
الأصلي	والإضافي	99
الأضحى	المبارك	99
الأضرار	الناجمة	99
الأضرار	التي	99
الأطراف	في	99
الأطراف	السياسية	88
الأطراف	إلى	66
الأطراف	المتحاربة	55
الأطعمة	المصنعة	99
الأطعمة	الدهنية	99
الأطفال	في	99
الأطفال	الذين	88
الأطفال	والنساء	33
الأطلسي	في	99
الأعضاء	في	99
الأعلى	للدولة	99
الأعلى	في	76
الأعلى	للقوات	47
الأعلى	للقضاء	47
الأعمال	التي	99
الأعمال	العدائية	77
الأعمال	نجيب	55
الأعمال	الروسي	44
الأعوام	الماضية	99
الأعياد	التي	99
الأعيان	الأردني	99
الأعيرة	النارية	99
الأغذية	والزراعة	99
الأغلبية	في	99
الأغوار	والبحر	99
الأفريقي	لكرة	99
الأفضل	أن	99
الأفكار	التي	99
الأفلام	والمسلسلات	99
الأقصى	المبارك	99
الأقصى	خلال	42
الأقصى	والبلدة	42
الأقل	في	99
الأقل	من	56
الأقل	مصرعهم	19
الأقمار	الصناعية	99
الأقمار	الاصطناعية	23
الأقوى	في	99
الأكاديمية	في	99
الأكبر	من	99
الأكبر	في	68
الأكثر	عرضة	99
الأكثر	أهمية	99
الأكثر	فقرا	82
الأكثر	شهرة	66
الألعاب	الأولمبية	99
الألم	الذي	99
الألماني	أولاف	99
الألمانية	أن	99
الألمانية	أنالينا	74
الأمازيغية	الجديدة	99
الأماكن	التي	99
الأماكن	العامة	69
الأمانة	العامة	99
الأمة	الإسلامية	99
الأمثلة	على	99
الأمد	في	99
الأمر	الذي	99
الأمر	يتعلق	28
الأمر	لا	12
الأمر	كان	7
الأمراض	والوقاية	99
الأمراض	والسيطرة	66
الأمراض	المزمنة	33
الأمراض	أو	33
الأمريكي	جو	99
الأمريكي	السابق	31
الأمريكي	السعودي	26
الأمريكي	أنتوني	12
الأمريكية	في	99
الأمريكية	لمكافحة	44
الأمريكية	لدى	22
الأمريكية	إنه	18
الأمريكيين	على	99
الأمطار	الغزيرة	99
الأمعاء	الغليظة	99
الأمل	في	99
الأمم	المتحدة	99
الأمم	الأفريقية	3
الأمن	القومي	99
الأمن	الغذائي	45
الأمن	العام	41
الأمن	الداخلي	37
الأمنية	في	99
الأمنية	الإسرائيلية	43
الأمنية	والعسكرية	31
الأمنية	التي	31
الأموال	التي	99
الأموال	إلى	99
الأموال	العامة	59
الأمور	في	99
الأمور	على	85
الأمور	التي	57
الأمور	إلى	57
الأمير	محمد	99
الأمير	فيصل	22
الأمير	عبد	22
الأمير	تشارلز	18
الأميركي	جو	99
الأميركي	في	47
الأميركي	أنتوني	29
الأميركي	السابق	23
الأميركية	في	99
الأميركية	إلى	44
الأميركية	عن	33
الأميركية	لم	33
الأمين	العام	99
الأنباء	العراقية	99
الأنباء	السعودية	74
الأنباء	اليمنية	50
الأنباء	الفلسطينية	45
الأنبياء	والمرسلين	99
الأنشطة	الثقافية	99
الأهالي	في	99
الأهداف	التي	99
الأهلي	المصري	99
الأهلية	في	99
الأهمية	الاستراتيجية	99
الأهمية	التي	99
الأوامر	للعمل	99
الأوراق	المالية	99
الأوروبي	في	99
الأوروبي	قد	19
الأوروبي	ودول	19
الأوروبية	في	99
الأوروبية	أورسولا	69
الأوروبيين	في	99
الأوسط	وشمال	99
الأوضاع	في	99
الأوضاع	الاقتصادية	58
الأوضاع	الإنسانية	23
الأوضاع	السياسية	17
الأوعية	الدموية	99
الأوقاف	والشؤون	99
